"country","indicator","measure","Unit","Date","Value"
"United Kingdom","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","59.7"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","88.44"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","88.59"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","87.33"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","87.65"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","88.44"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","87.36"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","87.1"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","86.1"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","86.6"
"United Kingdom","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","74.5"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","56.18"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","60.29"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","57.45"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","62.61"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","63.32"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","61.33"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","59.3"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","58"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","58.2"
"United Kingdom","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","61.5"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","84.6"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","81.43"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","74.31"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","71.63"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","70.19"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","71.98"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","76"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","74.4"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","78.1"
"United Kingdom","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","67.6"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","52.32"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","50.18"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","53.6"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","49.24"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","52.18"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","53.03"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","54.3"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","51"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","49.7"
"United Kingdom","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","51.7"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","51.07"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","56.42"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","54.92"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","50.17"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","46.49"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","48.21"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","56.6"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","54.4"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","52.3"
"United Kingdom","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","55.7"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","57.52"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","56.62"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","60.48"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","62.53"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","60.54"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","56.52"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","52.2"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","52.7"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","54"
"United Kingdom","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","55.9"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","59.45"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","60.57"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","63.04"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","66.39"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","67.14"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","65.75"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","64.4"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","60.3"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","59.7"
"United Kingdom","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","62.9"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","60.31"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","60.09"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","60.1"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","61.4"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","61.4"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","59.8"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","61.7"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","60.6"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","61.3"
"United States of America","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","61.8"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","86.05"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","86.21"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","86.81"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","85.74"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","86.25"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","87.69"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","89.7"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","88.9"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","87.6"
"United States of America","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","80.9"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","61.06"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","58.34"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","54.04"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","57.03"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","57.21"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","51.32"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","55.7"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","56.3"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","58.1"
"United States of America","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","59.9"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","87.09"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","83.78"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","81.49"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","86.63"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","83.45"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","85.12"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","87"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","81.4"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","81.5"
"United States of America","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","80.8"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","59.24"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","53.7"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","55.36"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","52.45"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","56.41"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","56.14"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","62.7"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","62.8"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","63"
"United States of America","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","64.5"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","53.62"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","58.1"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","57.97"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","56.54"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","54.38"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","55.59"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","59.7"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","56.8"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","59.2"
"United States of America","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","60.8"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","49.22"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","46.45"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","47.82"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","51.62"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","53.48"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","48.03"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","45.5"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","47.7"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","47.8"
"United States of America","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","48.4"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","52.54"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","57.55"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","58.84"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","61.73"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","61.04"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","58.78"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","59.2"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","54.7"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","55.3"
"United States of America","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","58.7"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","41.21"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","41.61"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","40.7"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","37.75"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","36.17"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","34.3"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","32.9"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","30.9"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","31.8"
"Saudi Arabia","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","33.4"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","58.43"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","60.03"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","60.4"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","57.89"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","52.44"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","51.87"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","51.3"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","53.3"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","53.3"
"Saudi Arabia","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","60.6"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","39.77"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","35.61"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","39.85"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","44.73"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","46.52"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","47.68"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","45.5"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","43.9"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","45.7"
"Saudi Arabia","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","45.6"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","53.47"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","59"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","50.29"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","49.62"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","49.44"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","51.69"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","51.9"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","51.3"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","51.9"
"Saudi Arabia","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","47"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","37.19"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","37.58"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","35.77"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","31.32"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","34.99"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","33.02"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","34.3"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","30.2"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","21.1"
"Saudi Arabia","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","31"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","24.81"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","25.73"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","25.07"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","22.4"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","21.65"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","20.24"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","17"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","14.6"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","19.6"
"Saudi Arabia","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","21"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","48.24"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","45.01"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","42.91"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","34.63"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","28.35"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","23.38"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","21.9"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","20.2"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","20.9"
"Saudi Arabia","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","19.5"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","40.57"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","47.01"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","50.25"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","51.4"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","53.29"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","49.38"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","48.9"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","43.7"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","45.1"
"Saudi Arabia","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","48"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","36.17"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","33.7"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","31.7"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","33.61"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","35.47"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","35.2"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","36.6"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","35.6"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","36.4"
"India","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","36.6"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","51.91"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","50.83"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","50.05"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","50.73"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","51.37"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","55.89"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","59.5"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","64.7"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","64.4"
"India","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","60.1"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","21.67"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","22.65"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","19.98"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","32.18"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","32.31"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","32.8"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","33.5"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","31.6"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","34.1"
"India","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","38.3"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","49.5"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","51.22"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","46.54"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","50.31"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","51.87"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","53.44"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","56.3"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","53.7"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","55.5"
"India","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","50.3"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","28.28"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","28.02"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","26.39"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","32.2"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","34.57"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","30.06"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","31"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","29.4"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","29.2"
"India","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","30.9"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","34.47"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","32.2"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","30.09"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","30.96"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","30.31"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","30.29"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","33.5"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","34.7"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","34.5"
"India","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","33.8"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","38.65"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","28.64"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","25.86"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","22.51"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","25.9"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","25.36"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","23.5"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","20.6"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","23.1"
"India","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","24.3"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","27.49"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","32.12"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","34.59"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","37.03"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","44.06"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","40.44"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","43"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","38.1"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","36.8"
"India","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","40.7"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","52.83"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","52.18"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","53.6"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","54.04"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","54.18"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","54.4"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","54.2"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","53.7"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","55"
"France","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","55"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","78.99"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","78.57"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","81.73"
